"item","family","group","qnty.sold","revenue","date"
"TUNA NICOISE SALAD","Salads","FOOD","5",130,"2015-10-04"
"ALO APPEAL POMELO JUICE","Fresh Juices","FOOD","9",126,"2015-10-04"
"French Fries","Extras","FOOD","21",126,"2015-10-04"
"B.BAG OAK SMOK150g","CS Chips & Snacks","FOOD","10",120,"2015-10-04"
"Chicken Nuggets","Extras","FOOD","12",120,"2015-10-04"
"PEPSI CAN","Softdrinks","BEVERAGE","30",120,"2015-10-04"
"Super Food Salad (V)","Salads","FOOD","5",120,"2015-10-04"
"16 OZ WHITE CHOCOLATE MOCHA","Starbucks","FOOD","7",119,"2015-10-04"
"Filter Tea","Tea","FOOD","23",115,"2015-10-04"
"AL AIN WATER 500ml","CS Water","BEVERAGE","113",113,"2015-10-04"
"Buffalo Chicken","Grill","FOOD","7",112,"2015-10-04"
"CAN","Softdrinks","BEVERAGE","28",112,"2015-10-04"
"Espresso Doppio","Nespresso","FOOD","8",112,"2015-10-04"
"Large","Pizza","FOOD","14",112,"2015-10-04"
"Chicken Chirashi","Sushi","FOOD","6",108,"2015-10-04"
"LACNOR ORANGE 180ML","Fresh Juices","BEVERAGE","27",108,"2015-10-04"
"Latte Macchiato","Nespresso","FOOD","9",108,"2015-10-04"
"AL AIN WATER 1.5L","CS Water","BEVERAGE","70",105,"2015-10-04"
"Salmon Temaki (3 Pcs)","Sushi","FOOD","4",104,"2015-10-04"
"TEA BAG JASMINE GREEN","Tea","FOOD","13",104,"2015-10-04"
"CheseTurkeyHamCrossiant","Sandwiches","FOOD","5",100,"2015-10-04"
"COCONUT WATER CAN","Packet Juice","BEVERAGE","25",100,"2015-10-04"
"French Toast","Breakfast","FOOD","26",100,"2015-10-04"
"LAMB KEBAB","Grill","FOOD","5",100,"2015-10-04"
"LARGE SPARKLING WATER PREMIUM","Water","BEVERAGE","5",100,"2015-10-04"
"POKKA LEMON ICED TEA CAN","Packet Juice","BEVERAGE","25",100,"2015-10-04"
"STIR FRY GREENS","Main course","FOOD","4",100,"2015-10-04"
"PRINGLES SALT VINEGAR 165GM","CS Chips & Snacks","FOOD","11",99,"2015-10-04"
"FIREFLY DETOX LEMON","Tea","BEVERAGE","7",98,"2015-10-04"
"HIT THE ROOF","Milk Shake","BEVERAGE","4",96,"2015-10-04"
"SELPAK FACIAL TISSUE 100 SHEET","CS Tissue & Toilet Rolls","NON FOOD","16",96,"2015-10-04"
"Small Salad","Salads","FOOD","8",96,"2015-10-04"
"3RD DATE","Milk Shake","BEVERAGE","4",96,"2015-10-04"
"MODERN BAKE PEANUT PEACAN ENERGY","CS Cereal","FOOD","17",93.5,"2015-10-04"
"SELPAK KITCHEN ROLL 2 PCS","CS Tissue & Toilet Rolls","NON FOOD","8",92,"2015-10-04"
"Apple Red","CS Fresh Fruit","FOOD","45",90,"2015-10-04"
"BAYARA SALTED CASHEWS 300GM","CS Nuts & Seeds","FOOD","5",90,"2015-10-04"
"CHICKEN MAIN","Main course","FOOD","7",90,"2015-10-04"
"Green","Milk Shake","BEVERAGE","5",90,"2015-10-04"
"MCVITIES DIGESTIVE LIGHT 400GM","Biscuit & Cookies","FOOD","5",90,"2015-10-04"
"Cress Mayonnaise","Pre Packed Sandwiches","FOOD","12",88,"2015-10-04"
"Greek Salad","Salads","FOOD","4",88,"2015-10-04"
"PPPPLEASE ME","Fresh Juices","BEVERAGE","4",88,"2015-10-04"
"VEGGIE MEAL","Veggie","FOOD","4",88,"2015-10-04"
"KELLOGS SPL K CEREAL BAR RED BER","CS Cereal","FOOD","9",87.75,"2015-10-04"
"EXTRA BIG BOTTLE STRAWBERRY","CS Mint & Gum","FOOD","7",87.5,"2015-10-04"
"Red","CS Fresh Fruit","FOOD","43",86,"2015-10-04"
"ALO ENRICH POMEGRANATE JUICE","Fresh Juices","FOOD","6",84,"2015-10-04"
"Croissant","Breakfast","FOOD","12",84,"2015-10-04"
"LACNOR MILK CHOCOLATE","Flavoured Milk","BEVERAGE","21",84,"2015-10-04"
"PAPER BAG","BAGS","NON FOOD","84",84,"2015-10-04"
"Salmon Chirashi","Sushi","FOOD","4",84,"2015-10-04"
"MODERN BAKE CRANBERRY ENERGY BAR","CS Cereal","FOOD","15",82.5,"2015-10-04"
"PRINGLES CHEESE 165GM","CS Chips & Snacks","FOOD","9",81,"2015-10-04"
"TAMRAH CHOCO MILK ZIPPER BAG 100","CS Dry Fruits","FOOD","9",81,"2015-10-04"
"Baked beans","Breakfast","FOOD","16",80,"2015-10-04"
"BLUE BERRY MUFFIN","Dessert","FOOD","8",80,"2015-10-04"
"Peanut Butter & Jelly(V)","Sandwiches","FOOD","5",80,"2015-10-04"
"SCONES","Dessert","FOOD","8",80,"2015-10-04"
"BRIGHT BREAKFAST","Smoothies","BEVERAGE","3",78,"2015-10-04"
"DDR OETKER PEPPRONI PIZZA","CS Frozen Food","FOOD","3",78,"2015-10-04"
"OREO MILK & CHOCOLATE 16 PACK 44","Biscuit & Cookies","FOOD","4",78,"2015-10-04"
"Toast","Breakfast","FOOD","78",78,"2015-10-04"
"MODERN BAKE MANGO PISTA ENERGY B","CS Cereal","FOOD","14",77,"2015-10-04"
"OETKER MOZZRELLA PIZZA","CS Frozen Food","FOOD","3",76.5,"2015-10-04"
"Apple Green","CS Fresh Fruit","FOOD","38",76,"2015-10-04"
"LACNOR MILK STRAWBERRY","Flavoured Milk","BEVERAGE","19",76,"2015-10-04"
"12 OZ CAFFE MOCHA","Starbucks","FOOD","5",75,"2015-10-04"
"FALAFEL BURGER","Grill","FOOD","5",75,"2015-10-04"
"JOHNSONS COTTON BALLS 50 PCS","CS Facial Care","NON FOOD","6",75,"2015-10-04"
"DOUBLE STUFF 8 PACK 56GM","Biscuit & Cookies","FOOD","5",75,"2015-10-04"
"TURKEY HAM","Wraps","FOOD","3",75,"2015-10-04"
"Open Food","Open Food","FOOD","3",73.5,"2015-10-04"
"B.BAG SALTED150g","CS Chips & Snacks","FOOD","6",72,"2015-10-04"
"BEST CAN MIXED NUTS 110GM","CS Nuts & Seeds","FOOD","8",72,"2015-10-04"
"BREAKFAST TEA BAG","Tea","FOOD","9",72,"2015-10-04"
"CheseTomatoCrossiant","Sandwiches","FOOD","4",72,"2015-10-04"
"CHUNKY MONKEY","Milk Shake","BEVERAGE","3",72,"2015-10-04"
"COCA COLA ZERO CAN","Softdrinks","BEVERAGE","18",72,"2015-10-04"
"DOUBLE ESSPRESSO","Starbucks","FOOD","6",72,"2015-10-04"
"Grilled Chicken Burger","Burgers","FOOD","3",72,"2015-10-04"
"MAGNUM I/C DOUBLE CHOCOLATE","CS Ice Cream","FOOD","8",72,"2015-10-04"
"MOROCCAN LAMB BURGER","Burgers","FOOD","2",72,"2015-10-04"
"THAI","Milk Shake","BEVERAGE","3",72,"2015-10-04"
"The Big Apple","Milk Shake","BEVERAGE","3",72,"2015-10-04"
"ALO ALLURE MANGO JUICE","Fresh Juices","FOOD","5",70,"2015-10-04"
"Beef Bacon","Breakfast","FOOD","14",70,"2015-10-04"
"CARTE D'OR PINT STRAWBERRY","CS Ice Cream","FOOD","4",70,"2015-10-04"
"Chicken Tandoori","Pre Packed Sandwiches","FOOD","7",70,"2015-10-04"
"FLY GRAPE FRUIT","Packet Juice","BEVERAGE","5",70,"2015-10-04"
"GATORADE LEMON PET 500ML","CS Sports & Energy Drinks","BEVERAGE","14",70,"2015-10-04"
"Isabella(V)","Pizza","FOOD","2",70,"2015-10-04"
"KELLOGS SPL K BISCUIT STRAWBERRY","CS Cereal","FOOD","4",70,"2015-10-04"
"Lunch Box Token","CS Others","NON FOOD","2",70,"2015-10-04"
"RED BULL 250ML","CS Sports & Energy Drinks","BEVERAGE","10",70,"2015-10-04"
"RED BULL SUGAR FREE 250ML","CS Sports & Energy Drinks","BEVERAGE","10",70,"2015-10-04"
"Rocco","Pizza","FOOD","2",70,"2015-10-04"
"OZ CAFFE MOCHA","Starbucks","FOOD","4",68,"2015-10-04"
"FRUIT & FIBRE KELLOGS 375GM","CS Cereal","FOOD","4",68,"2015-10-04"
"MAGNUM I/C CLASSIC","CS Ice Cream","FOOD","9",67.5,"2015-10-04"
"Pepperoni","Pizza","FOOD","11",66,"2015-10-04"
"Smoked Turkey Ham Pasta","Salads","FOOD","3",66,"2015-10-04"
"Tuna Cheese Melt","Sandwiches","FOOD","3",66,"2015-10-04"
"SHIFA HOINEY 750GM","CS Can & Jar Food","FOOD","2",64.5,"2015-10-04"
"COCA COLA DIET CAN","Softdrinks","BEVERAGE","16",64,"2015-10-04"
"Mixed Juice","Fresh Juices","BEVERAGE","4",64,"2015-10-04"
"TEA BAG MOROCCAN","Tea","FOOD","8",64,"2015-10-04"
"Fried Rice","Main course","FOOD","9",64,"2015-10-04"
"JcbAsrtedcoockies400g","Biscuit & Cookies","FOOD","2",61,"2015-10-04"
"OZ FRAPPUCINO VANILA","Starbucks","FOOD","3",60,"2015-10-04"
"ALPEN BAR STRAWBERRY YOGURT 29GM","CS Cereal","FOOD","15",60,"2015-10-04"
"B.BAG CHEDDAR150g","CS Chips & Snacks","FOOD","5",60,"2015-10-04"
"or CurrySouce","Pizza","FOOD","2",60,"2015-10-04"
"EARL GREY LOOSE TEA","Tea","FOOD","6",60,"2015-10-04"
"Extra Topping","Pizza","FOOD","12",60,"2015-10-04"
"GATORADE BLUE BOLT PET 500ML","CS Sports & Energy Drinks","BEVERAGE","12",60,"2015-10-04"
"Lemon Drizzle","Dessert","FOOD","5",60,"2015-10-04"
"Mixed Green Salad(V)","Salads","FOOD","3",60,"2015-10-04"
"Pear","CS Fresh Fruit","FOOD","30",60,"2015-10-04"
"REUBENS S/W","Sandwiches","FOOD","2",60,"2015-10-04"
"SLICED BREAD MULTI GRAIN MEDIUM","CS Bakery","FOOD","10",60,"2015-10-04"
"SMINT CANDY GUM STRAWBERRY 14.2G","CS Mint & Gum","FOOD","15",60,"2015-10-04"
"Tuna Maki(6pcs)","Sushi","FOOD","3",60,"2015-10-04"
"WALK IN DINNER","WALK IN DINNER","FOOD","6",60,"2015-10-04"
"WALKERS SB CHOCO CHIPS 40G","Biscuit & Cookies","FOOD","17",59.5,"2015-10-04"
"500ML","Water","BEVERAGE","59",59,"2015-10-04"
"16 OZ CARAMEL LATTE","Starbucks","FOOD","3",57,"2015-10-04"
"ALPEN BAR FRUIT NUT 28GM","CS Cereal","FOOD","14",56,"2015-10-04"
"SHIFA 400GM SQUEEZE HONEY","CS Can & Jar Food","FOOD","2",56,"2015-10-04"
"FALAFEL COMBO","Burgers","FOOD","2",56,"2015-10-04"
"FAMILIA 50GM MUESLI CHOCO","CS Cereal","FOOD","16",56,"2015-10-04"
"Granola","Dessert","FOOD","7",56,"2015-10-04"
"Macchiato","Nespresso","FOOD","4",56,"2015-10-04"
"Pain an Raisin","Dessert","FOOD","7",56,"2015-10-04"
"ROASTED TOMATO","Wraps","FOOD","2",56,"2015-10-04"
"BAG EARL GREY","Tea","FOOD","7",56,"2015-10-04"
"BERRY CO GOJI BERRY JUICE","Packet Juice","BEVERAGE","7",56,"2015-10-04"
"Tofu Steak","Burgers","FOOD","4",56,"2015-10-04"
"FARM FRESH EGGS WHITE 6PCS","CS Eggs","FOOD","12",54,"2015-10-04"
"Glazed Veg","Sandwiches","FOOD","3",54,"2015-10-04"
"Large Salad","Salads","FOOD","4",54,"2015-10-04"
"ORAL B MW 3D WHITE LUX SPARKLING","CS Oral Care","NON FOOD","2",54,"2015-10-04"
"Pancakes","Breakfast","FOOD","18",54,"2015-10-04"
"Valley Crunchy","Cereal Bar","FOOD","18",54,"2015-10-04"
"ESPRESSO SHOT","Starbucks","FOOD","13",52,"2015-10-04"
"PEPSI DIET CAN","Softdrinks","BEVERAGE","13",52,"2015-10-04"
"SUNNY BIO AGAVE SYRUP 250G","CS Can & Jar Food","FOOD","2",51.5,"2015-10-04"
"OZ HOT CHOCOLATE","Starbucks","FOOD","3",51,"2015-10-04"
"Cold Cuts","Breakfast","FOOD","11",50,"2015-10-04"
"Lemon","CS Fresh Vegatables","FOOD","25",50,"2015-10-04"
"PEAR DRAGON LOOSE TEA","Tea","FOOD","5",50,"2015-10-04"
"OREO MINI CUP 115GM","CS Food","FOOD","5",48.75,"2015-10-04"
"B.BAG SEA SALT150g","CS Chips & Snacks","FOOD","4",48,"2015-10-04"
"Battered Fish Chips","Main course","FOOD","1",48,"2015-10-04"
"Carrot Cake","Dessert","FOOD","4",48,"2015-10-04"
"Choc Caramel Eclair","Dessert","FOOD","4",48,"2015-10-04"
"FOUNTAIN SODA SMALL","Softdrinks","BEVERAGE","24",48,"2015-10-04"
"LACNOR MILK BANANA","Flavoured Milk","BEVERAGE","12",48,"2015-10-04"
"MINI CARROT CAKE","Dessert","FOOD","4",48,"2015-10-04"
"PEACH & BASIL SMOOTHIE","Smoothies","BEVERAGE","2",48,"2015-10-04"
"Short Bread","Dessert","FOOD","4",48,"2015-10-04"
"SNAPPLES KIWI & STRAWBERRY","Fresh Juices","BEVERAGE","4",48,"2015-10-04"
"ALPRO SOYA ORIGINAL1L","CS Dairy","BEVERAGE","3",46.5,"2015-10-04"
"JDS BELGIAN COCOLATE THINS","Biscuit & Cookies","FOOD","3",46.5,"2015-10-04"
"CLEAR WOMEN HERBAL FUSION 400ML","CS Shampoo & Conditioner","NON FOOD","2",46,"2015-10-04"
"PRO BAR MEAL WHOLEBERRY BLAST 85","CS Cereal","FOOD","2",46,"2015-10-04"
"BOGUTTI AMERICAN COOKIES HAZELNU","Biscuit & Cookies","FOOD","7",45.5,"2015-10-04"
"MACHINE WASH TABLET 28PCS","CS Cleaning Supplies","NON FOOD","1",45.5,"2015-10-04"
"AlwaysUltraFreshExLong7","CS Sanitary Care","NON FOOD","6",45,"2015-10-04"
"PERRIER WATER 750ML","Water","BEVERAGE","5",45,"2015-10-04"
"Portion Vegetable","Main course","FOOD","9",45,"2015-10-04"
"TAMRAH CHOCO DARK ZIPPER BAG 100","CS Dry Fruits","FOOD","5",45,"2015-10-04"
"WHOLE FRUIT","Dessert","FOOD","9",45,"2015-10-04"
"LACNOR MANGO 180ML","Fresh Juices","BEVERAGE","11",44,"2015-10-04"
"Roast Beef","Sandwiches","FOOD","2",44,"2015-10-04"
"TAMPAX SUPER PLUS","CS Sanitary Care","NON FOOD","4",44,"2015-10-04"
"SCHIK RAZOR WOMEN TRIM STYLE QUA","CS Womens Care","NON FOOD","1",43.25,"2015-10-04"
"OZ ICED CAFFE MOCHA","Starbucks","FOOD","3",42,"2015-10-04"
"OZ SOYA CAFFE LATTE","Coffee","FOOD","2",42,"2015-10-04"
"AIN FRESH GRAPEFRUIT JUICE330","CS Packet Juice","BEVERAGE","6",42,"2015-10-04"
"JOHN WEST WHITE TUNA SOLID WATER","CS Can & Jar Food","FOOD","4",42,"2015-10-04"
"LADY CHOICE CHUNKY PEANUT BUTTER","CS Can & Jar Food","FOOD","3",42,"2015-10-04"
"LADY CHOICE CREAMY PEANUT BUTTER","CS Can & Jar Food","FOOD","3",42,"2015-10-04"
"Mushrooms","Pizza","FOOD","7",42,"2015-10-04"
"Orange Pcs","CS Fresh Fruit","FOOD","21",42,"2015-10-04"
"PERRIER WATER 330ML","Water","BEVERAGE","7",42,"2015-10-04"
"BERRY CO BLUEBERRY JUICE 1L","CS Packet Juice","BEVERAGE","3",40.5,"2015-10-04"
"CAREFREE ALOE 32PCS","CS Sanitary Care","NON FOOD","2",40.5,"2015-10-04"
"BRILLIANT BREAKFAST LOOSE TEA","Tea","FOOD","4",40,"2015-10-04"
"Cookie","Dessert","FOOD","8",40,"2015-10-04"
"CROISSANT HI BUTTER CHOCOLATE","CS Bakery","FOOD","10",40,"2015-10-04"
"Delivery Charges","Delivery charge","LABOR CHARGE","8",40,"2015-10-04"
"LACNOR APPLE 180ML","Fresh Juices","BEVERAGE","10",40,"2015-10-04"
"MENTOS BOTTLE JUICE BLAST WATERM","CS Mint & Gum","FOOD","5",40,"2015-10-04"
"MINUTE STEAK","Grill","FOOD","2",40,"2015-10-04"
"MIXED NUT & CEREAL 8 OZ","Peannuts","FOOD","4",40,"2015-10-04"
"NYU RE-USABLE BAG","BAGS","NON FOOD","2",40,"2015-10-04"
"RASPBERRY ICED TEA","Tea","FOOD","5",40,"2015-10-04"
"SMINT CANDY GUM BLACKBERRY 14.2G","CS Mint & Gum","FOOD","10",40,"2015-10-04"
"Veg Sushi 6 pcs","Sushi","FOOD","2",40,"2015-10-04"
"TAMPONS SUPER 16PCS","CS Sanitary Care","NON FOOD","2",39.5,"2015-10-04"
"CROISSANT HI BUTTER PLAIN","CS Bakery","FOOD","11",38.5,"2015-10-04"
"16 OZ SIGNATURE HOT CHOCOLATE","Starbucks","FOOD","2",38,"2015-10-04"
"OZ BURGER COMBO","Burgers","FOOD","1",38,"2015-10-04"
"Meat Feast","Pizza","FOOD","1",38,"2015-10-04"
"LIPTON PYRAMID MINT TEA BAG","CS Tea","FOOD","2",37,"2015-10-04"
"16 OZ ICED VANILLA LATTE","Starbucks","FOOD","2",36,"2015-10-04"
"CROISSANT CHEESE","CS Bakery","FOOD","18",36,"2015-10-04"
"CROISSANT HI BUTTER ALMOND","CS Bakery","FOOD","9",36,"2015-10-04"
"FANTA ORANGE CAN","Softdrinks","BEVERAGE","9",36,"2015-10-04"
"QUAKER WHITE OATS TIN 500GM","CS Cereal","FOOD","4",36,"2015-10-04"
"STRAIGHT DUTCH","Smoothies","BEVERAGE","3",36,"2015-10-04"
"TAMRAH COCO DATES ZIPPER BAG 100","CS Dry Fruits","FOOD","4",36,"2015-10-04"
"Tropical Maki (6 Pcs)","Sushi","FOOD","2",36,"2015-10-04"
"VOLVIC WATER 500ML","CS Water","BEVERAGE","8",36,"2015-10-04"
"AL AIN FRESH WATERMELON JUICE 33","CS Packet Juice","BEVERAGE","7",35,"2015-10-04"
"CLASSIC FRIES","Main course","FOOD","7",35,"2015-10-04"
"CORNETTO I/C CLASSICO CREAM","CS Ice Cream","FOOD","7",35,"2015-10-04"
"GATORADE ORANGE PET 500ML","CS Sports & Energy Drinks","BEVERAGE","7",35,"2015-10-04"
"MUFFIN BLUEBERRY","CS Bakery","FOOD","10",35,"2015-10-04"
"PERRIER WATER LEMON 330ML","CS Water","BEVERAGE","7",35,"2015-10-04"
"NUTELLA JAR 750GM","CS Can & Jar Food","FOOD","1",34.25,"2015-10-04"
"12 OZ CARAMEL LATTE","Starbucks","FOOD","2",34,"2015-10-04"
"OZ Hazel Nut Latte","Starbucks","FOOD","2",34,"2015-10-04"
"NESCAFE SACHET RED MUG 1 PCS","CS Coffee","FOOD","27",33.75,"2015-10-04"
"ALPROSoyaMilkUnswtnd1L","CS Packet Juice","BEVERAGE","2",33.5,"2015-10-04"
"NESCAFE GOLD COFFEE 100GM","CS Coffee","FOOD","1",33.5,"2015-10-04"
"Oatmeal Porridge","Breakfast","FOOD","11",33,"2015-10-04"
"ORAL B FLOSS UNWAXED","CS Oral Care","NON FOOD","3",33,"2015-10-04"
"POCARI SWEAT CAN 330ML","CS Soft Drinks","BEVERAGE","11",33,"2015-10-04"
"COCO TREE JUICE 330ML","CS Packet Juice","BEVERAGE","10",32.5,"2015-10-04"
"CORNETTO I/C LOVE VANILLA RASPBE","CS Ice Cream","FOOD","5",32.5,"2015-10-04"
"JUNGLE OAT APPLE & CINAMON 500G","CS Cereal","FOOD","2",32.5,"2015-10-04"
"JUNGLE OAT CREAMY NATURAL 500G","CS Cereal","FOOD","2",32.5,"2015-10-04"
"OB TAMPONS LIGHT DAYS 16PCS","CS Sanitary Care","NON FOOD","2",32.5,"2015-10-04"
"C&C DEEP CLEANSING LOTION 200ML","CS Facial Care","NON FOOD","1",32.25,"2015-10-04"
"D Coke","Softdrinks","BEVERAGE","8",32,"2015-10-04"
"FALAFEL & HUMUS","Wraps","FOOD","2",32,"2015-10-04"
"MANGO ICED TEA","Tea","FOOD","4",32,"2015-10-04"
"MOUNTAIN DEW","Softdrinks","BEVERAGE","8",32,"2015-10-04"
"Portion Starch","Main course","FOOD","4",32,"2015-10-04"
"SPRITE LIGHT CAN","Softdrinks","BEVERAGE","8",32,"2015-10-04"
"TUNA & MAYO WRAP","Sandwiches","FOOD","1",32,"2015-10-04"
"BEST 13GM ALMOND","CS Nuts & Seeds","FOOD","15",31.5,"2015-10-04"
"COMFORT ORANGE ALOE VERA CONCENT","CS Laundry Care","NON FOOD","2",31,"2015-10-04"
"JDS APPLE THINS","Biscuit & Cookies","FOOD","2",31,"2015-10-04"
"Add Cheese","Extras","FOOD","10",30,"2015-10-04"
"Alrabi Berrymix330M","Fresh Juices","FOOD","12",30,"2015-10-04"
"BAYARA MIXED NUTS 150G","CS Nuts & Seeds","FOOD","4",30,"2015-10-04"
"& C Brie Tomato","Sandwiches","FOOD","1",30,"2015-10-04"
"Chocolate Bar","Extras","FOOD","6",30,"2015-10-04"
"CHOCOLATE CHIP COOKIE","Dessert","FOOD","5",30,"2015-10-04"
"NIVEA REFRESHING FACE WASH 150ML","CS Facial Care","NON FOOD","1",30,"2015-10-04"
"SINGLE ESSPRESSO","Starbucks","FOOD","3",30,"2015-10-04"
"SNICKERS BAR","Chocolate","FOOD","6",30,"2015-10-04"
"Stud Global Meal","Main course","FOOD","1",30,"2015-10-04"
"Turkey Ham,Red Onion&Crem Ches","Pizza","FOOD","1",30,"2015-10-04"
"WALK IN BREAKFAST","WALK IN BREAKFAST","FOOD","3",30,"2015-10-04"
"DUAL ACTTION MOISTURISER 100","CS Body Care","NON FOOD","1",28.5,"2015-10-04"
"REXONA DEO EXTRA COOL 150ML","CS Deodrants","NON FOOD","2",28.5,"2015-10-04"
"FLAVOURED SYRUP","Starbucks","FOOD","7",28,"2015-10-04"
"AIN FRESH ORANGE JUICE 330ML","CS Packet Juice","BEVERAGE","7",28,"2015-10-04"
"ALO COCO WHEATGRASS JUICE 350ML","Packet Juice","FOOD","2",28,"2015-10-04"
"FIREFLY WAKE UP PEACH","Tea","BEVERAGE","2",28,"2015-10-04"
"KOKA CUP CURRY","CS Pasta & Noodles","FOOD","8",28,"2015-10-04"
"Lemon & Mint","Fresh Juices","BEVERAGE","2",28,"2015-10-04"
"MENTOS CHEWY STRAWBERRY 30GM","CS Mint & Gum","FOOD","14",28,"2015-10-04"
"Pure VitaminC","Fresh Juices","BEVERAGE","1",28,"2015-10-04"
"REXONA ROLL ON SPORT DEFENCE 50M","CS Deodrants","NON FOOD","2",28,"2015-10-04"
"SPRITE CAN","Softdrinks","BEVERAGE","7",28,"2015-10-04"
"GLAD GARBAGE BAG SMALL 20L X 30","CS Bags/Foil/Wraps","NON FOOD","3",27.75,"2015-10-04"
"BAHLSEN LEIBNIZ MINIS BUTTER 100","Biscuit & Cookies","FOOD","5",27.5,"2015-10-04"
"ARIEL BLUE 1.5KG","CS Laundry Care","NON FOOD","1",27,"2015-10-04"
"Espresso","Nespresso","FOOD","8",27,"2015-10-04"
"GLADZprSandwichBg","CS Bags/Foil/Wraps","NON FOOD","3",27,"2015-10-04"
"Mash and Gravy","Extras","FOOD","3",27,"2015-10-04"
"NATURE VALLEY CANADIAN MAPLE SYR","CS Cereal","FOOD","9",27,"2015-10-04"
"PRINGLES KETCHUP 165GM","CS Chips & Snacks","FOOD","3",27,"2015-10-04"
"RABIE ORANGE PEACH 330ML","Fresh Juices","BEVERAGE","7",26.5,"2015-10-04"
"Alain Small Wtr500ml","Water","BEVERAGE","26",26,"2015-10-04"
"CITYPACK PAPER CUP 8OZ 50PCS","CS Disposable","NON FOOD","4",26,"2015-10-04"
"GLAD GARBAGE BAG LARGE 110L X 20","CS Tissue & Toilet Rolls","NON FOOD","2",26,"2015-10-04"
"JOHNSONS COTTON BUDS 100PCS","CS Others","NON FOOD","2",26,"2015-10-04"
"LAYS CHILI 185GM","CS Chips & Snacks","FOOD","4",26,"2015-10-04"
"LUX BW AQUA SPARKLE 250ML","CS Bath & Shower","NON FOOD","2",25.5,"2015-10-04"
"TRESEMME CD KERATIN SMOOTH 500ML","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-10-04"
"TRESEMME CD SPLIT REMEDY 500ML","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-10-04"
"TRESEMME CD VIBRANT NATURALS 500","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-10-04"
"TRESEMME SH 24 HOUR BODY 500ML","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-10-04"
"TRESEMME SH KERATIN SMOOTH 500ML","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-10-04"
"Castania Fried Peanut 60g","CS Nuts & Seeds","FOOD","5",25,"2015-10-04"
"NIVEA EYE MAKEUP REMOVER 125ML","CS Facial Care","NON FOOD","1",25,"2015-10-04"
"BAYARA SALTED PISTACHIOS 150G","CS Nuts & Seeds","FOOD","2",24,"2015-10-04"
"BOGUTTI CHOCOFIT CHOCO HAZELNUT","Biscuit & Cookies","FOOD","3",24,"2015-10-04"
"Cappuccino","Coffee","BEVERAGE","2",24,"2015-10-04"
"CHAMOMILE TEA BAG","Tea","FOOD","3",24,"2015-10-04"
"Coke","Softdrinks","BEVERAGE","6",24,"2015-10-04"
"DOUGHNUT PLAIN","CS Bakery","FOOD","12",24,"2015-10-04"
"Espresso Macchiato","Nespresso","FOOD","2",24,"2015-10-04"
"ESPRESSO MACCHIATO DOUBLE","Coffee","FOOD","2",24,"2015-10-04"
"FUNHDPSFORKTURQ18","CS Disposable","NON FOOD","3",24,"2015-10-04"
"HIBISCUS ICED TEA","Tea","FOOD","3",24,"2015-10-04"
"Jalapenos","Pizza","FOOD","4",24,"2015-10-04"
"LIPTON LEMON ICED TEA","Tea","BEVERAGE","6",24,"2015-10-04"
"LIPTON PYRAMID FOREST FRUIT TEA","CS Tea","FOOD","2",24,"2015-10-04"
"MCVITIES DIGESTIVE 250GM LIGHT","Biscuit & Cookies","FOOD","2",24,"2015-10-04"
"Minced Beef & Mushroom","Pizza","FOOD","1",24,"2015-10-04"
"Soup of the day","Main course","FOOD","3",24,"2015-10-04"
"SUBSTITUTE SOYA","Soya Milk","FOOD","6",24,"2015-10-04"
"BERRY CO BLACK TEA ELDERFLOW","Packet Juice","BEVERAGE","3",24,"2015-10-04"
"PIETRO CORICELLI EXTRA VIRGIN OL","CS Coocking & Baking","FOOD","1",23.75,"2015-10-04"
"SELPAK PERFUMED 8PCS OCEAN BREEZ","CS Tissue & Toilet Rolls","NON FOOD","1",23.25,"2015-10-04"
"16 OZ SOYA CAPPUCCINO","Coffee","FOOD","1",23,"2015-10-04"
"SCHIK RAZOR WOMEN QUATTRO","CS Womens Care","NON FOOD","1",23,"2015-10-04"
"AL MARAI APPLE JUICE 300ML","CS Packet Juice","BEVERAGE","9",22.5,"2015-10-04"
"AL MARAI MIXED FRUIT 300ML","CS Packet Juice","BEVERAGE","9",22.5,"2015-10-04"
"LAYS FORNO CHEESE 43GM","CS Chips & Snacks","FOOD","9",22.5,"2015-10-04"
"OREO 704g","Biscuit & Cookies","FOOD","1",22.5,"2015-10-04"
"TIDE ORIGINAL SCENT 1.5KG","CS Laundry Care","NON FOOD","1",22.5,"2015-10-04"
"ANTIDOTE","Fresh Juices","BEVERAGE","1",22,"2015-10-04"
"GLASS OF SOYA MILK","Soya Milk","FOOD","3",22,"2015-10-04"
"BEST CAN MACADEMIA 110G","CS Dry Fruits","FOOD","1",21.25,"2015-10-04"
"12 OZ SOYA HOT CHOCOLATE","Coffee","FOOD","1",21,"2015-10-04"
"OZ SOYA VANILLA LATTE","Coffee","FOOD","1",21,"2015-10-04"
"COKE LIGHT PET 500ML","CS Soft Drinks","BEVERAGE","7",21,"2015-10-04"
"GranAppleCunch","CS Cereal","FOOD","7",21,"2015-10-04"
